feature,n_pairs,mean_delta,median_delta,std_delta,std_delta_xmodel,cohens_d,sign_agreement,wilcoxon_p,n_qwen,n_llama,n_gemma,abs_std_delta_xmodel,wilcoxon_q
geometry_schatten.schatten_1_per_layer.q50,6,-0.0007174349603509319,0.00011174230149725052,0.002592205915389878,-0.030049219993183638,-0.2767661921036188,0.3333333333333333,0.5625,4,1,1,0.030049219993183638,0.7470703125
geometry_hubness.hubness_k100_gini,6,-0.007413075225697822,0.004935196553539578,0.04885606973394935,-0.02992668888065788,-0.1517329426224105,0.16666666666666666,0.625,4,1,1,0.02992668888065788,0.8157389635316699
geometry_matrix_entropy.layer_matrix_entropies_normalized.min,6,-0.004937460317047511,0.004951123638799099,0.04749410266301672,-0.028868661835149516,-0.10395944001890306,0.3333333333333333,0.5625,4,1,1,0.028868661835149516,0.7470703125
geometry_schatten.schatten_inf_per_layer.mean,6,0.03870453723661926,-0.023817432671785044,0.5892538187414447,0.02886103614211675,0.06568398202201929,0.16666666666666666,0.4375,4,1,1,0.02886103614211675,0.6611111111111111
repe_task_vectors.layer_task_vector_cosine_sim.q25,6,-0.0007219115893046801,-0.00069221854209911,0.0010707312389913307,-0.028528487164474873,-0.6742229637240696,0.8333333333333334,0.21875,4,1,1,0.028528487164474873,0.5765503875968992
geometry_matrix_entropy.layer_matrix_entropies.min,6,-0.03626742865890259,0.03584796190261863,0.3645693870295492,-0.028481800741618803,-0.09948018113754303,0.3333333333333333,0.5625,4,1,1,0.028481800741618803,0.7470703125
dynamics_coe.per_sample_mean_magnitude.max,6,-1.9678926806719528,-0.20434430614113808,4.620003033682379,-0.028365309012902674,-0.425950516985579,0.6666666666666666,0.21875,4,1,1,0.028365309012902674,0.5765503875968992
causality_tracing.max_causal_layer_idx,6,-0.16666666666666666,0.0,2.9944392908634274,-0.028326669823270503,-0.05565872287850237,0.5,1.0,4,1,1,0.028326669823270503,1.0
geometry_hubness.hubness_k100_max,6,-1205.3333333333333,-1576.5,2658.9673684847407,-0.027704610407437887,-0.45330880988592714,0.6666666666666666,0.3125,4,1,1,0.027704610407437887,0.6611111111111111
geometry_weight_norms.frobenius_norm_per_layer.min,6,0.9642460560672509,-0.07712528440687727,2.9056750579286557,0.027694270564727643,0.33184923876334094,0.16666666666666666,0.4375,4,1,1,0.027694270564727643,0.6611111111111111
geometry_collapse.erank_per_layer.min,6,2.6939846192792607,-8.613947073061773,46.26499064640232,0.027632073017167864,0.05822944264420275,0.16666666666666666,0.4375,4,1,1,0.027632073017167864,0.6611111111111111
geometry_collapse.min_erank,6,2.6939846192792607,-8.613947073061773,46.26499064640232,0.027632073017167864,0.05822944264420275,0.16666666666666666,0.4375,4,1,1,0.027632073017167864,0.6611111111111111
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.std,6,345.3342270625078,6.265079344444487,775.8955375229158,0.027631233587687654,0.44507824876143004,0.8333333333333334,0.09375,4,1,1,0.027631233587687654,0.3390957446808511
interpretability_sparsity.layer_kurtosis.q50,6,-1276.142251159223,-15.166746321880439,3098.097507448188,-0.02762495057381471,-0.41191158383208665,0.8333333333333334,0.09375,4,1,1,0.02762495057381471,0.3390957446808511
interpretability_logit_lens.entropy.q50,6,0.08278052111466756,0.1735300731658942,0.3316085306150063,0.02738834127784745,0.249633267760457,0.8333333333333334,0.4375,4,1,1,0.02738834127784745,0.6611111111111111
causality_edge_attribution.mean_layer_attribution_profile.q75,6,0.0007207755412484675,0.0010408701499049974,0.009626419646270644,0.02702156510717767,0.07487472681784677,0.5,0.84375,4,1,1,0.02702156510717767,0.9359706362153344
geometry_lipschitz.lipschitz_std,6,0.051054581606968595,0.05268813844034986,0.06693806113886915,0.026852333352113615,0.7627137795498914,0.6666666666666666,0.21875,4,1,1,0.026852333352113615,0.5765503875968992
geometry_lipschitz.relative_change_std,6,0.051054581606968595,0.05268813844034986,0.06693806113886915,0.026852333352113615,0.7627137795498914,0.6666666666666666,0.21875,4,1,1,0.026852333352113615,0.5765503875968992
geometry_hsic.adjacent_hsic.q25,6,0.0048526867208025515,0.0005307568737534796,0.031145832958039268,0.02666686901079095,0.15580532803024588,0.6666666666666666,0.84375,4,1,1,0.02666686901079095,0.9359706362153344
dynamics_coe.per_sample_coe_c.max,6,-0.02001457789456985,-0.0006316498430503498,0.04585979360123613,-0.026137792337903414,-0.4364297421092267,0.6666666666666666,0.3125,4,1,1,0.026137792337903414,0.6611111111111111
geometry_spectral.median_alpha,6,-0.01602552672354962,-0.009301368243820995,0.016596343887292895,-0.025258467265843316,-0.9656058486363178,1.0,0.03125,4,1,1,0.025258467265843316,0.2361111111111111
consistency_format_robustness.max_nll_std_across_formats,6,-0.032924750124324755,0.076107200200487,0.9274130996376643,-0.02515905357164339,-0.03550170914901708,0.3333333333333333,0.84375,4,1,1,0.02515905357164339,0.9359706362153344
dynamics_coe.per_sample_mean_magnitude.std,6,0.17364443990452574,0.14826993885592354,0.1928700720189663,0.024981694849809756,0.9003182198607259,0.8333333333333334,0.09375,4,1,1,0.024981694849809756,0.3390957446808511
geometry_contextualization.per_layer.intra_sentence_similarity_raw.slope,6,0.0016858489140867698,-0.00046050067991029384,0.010658968415177624,0.024543212018558774,0.1581624833118221,0.16666666666666666,0.4375,4,1,1,0.024543212018558774,0.6611111111111111
dynamics_gradient_flow.gradient_flow_entropy,6,-0.017480533164218198,-0.0019019977621179684,0.06917638342351573,-0.02442130482753805,-0.252695100540279,0.5,0.6875,4,1,1,0.02442130482753805,0.8333333333333334
topology_homology.max_persistence_h0.q75,6,-0.6039597491423289,-0.3180882930755615,2.872035817578547,-0.02434635587817941,-0.21028976917548878,0.8333333333333334,0.3125,4,1,1,0.02434635587817941,0.6611111111111111
topology_homology.max_persistence_h0.q50,6,-0.6039597491423289,-0.3180882930755615,2.872035817578547,-0.02434635587817941,-0.21028976917548878,0.8333333333333334,0.3125,4,1,1,0.02434635587817941,0.6611111111111111
interpretability_logit_lens.acc.q50,6,-0.0019109410311405832,-0.0005020155897363997,0.005422722403171759,-0.024249285271743897,-0.35239514197202326,0.5,0.625,4,1,1,0.024249285271743897,0.8157389635316699
repe_refusal_direction.auc_at_depth_75,6,0.0023148148148148064,0.0,0.012599271445067837,0.024130652000396362,0.18372608486984962,0.16666666666666666,1.0,4,1,1,0.024130652000396362,1.0
geometry_weight_norms.stable_rank_per_layer.q50,6,-2.448742877678574,-1.4187673507050604,3.83327382311094,-0.023649144371027053,-0.6388124070122564,0.8333333333333334,0.0625,4,1,1,0.023649144371027053,0.27070063694267515
geometry_hubness.hubness_k50_max,6,666.1666666666666,155.0,2109.820126614273,0.023428061915667087,0.3157457160747137,0.5,0.625,4,1,1,0.023428061915667087,0.8157389635316699
causality_knowledge_neurons.mean_top1pct_share,6,0.0010580410559971887,-0.0014868021011352622,0.009742348398250585,0.02331444262090024,0.10860226022990299,0.5,0.84375,4,1,1,0.02331444262090024,0.9359706362153344
geometry_schatten.rankme_per_layer.mean,6,-0.10155083941117482,0.40506042821744614,4.165357099598204,-0.02276921505578702,-0.024379863954754458,0.16666666666666666,0.4375,4,1,1,0.02276921505578702,0.6611111111111111
geometry_lipschitz.contraction_std,6,0.0422910769453862,0.04830812915513591,0.06535393047883967,0.022319591015772525,0.6471083932599773,0.6666666666666666,0.21875,4,1,1,0.022319591015772525,0.5765503875968992
geometry_weight_norms.frobenius_norm_per_layer.q50,6,0.984753076361601,-0.08971445901052988,3.02624519749883,0.022076024429231834,0.3254042591048116,0.16666666666666666,0.4375,4,1,1,0.022076024429231834,0.6611111111111111
dynamics_coe.per_sample_coe_c.q75,6,-0.015698010280748267,-0.0002681554879794511,0.03437431743686265,-0.022002401269039934,-0.4566784579673977,0.5,0.5625,4,1,1,0.022002401269039934,0.7470703125
geometry_lipschitz.relative_change_mean,6,-0.02250753129223922,0.007507083877440424,0.0690612560824002,-0.02173751627431336,-0.325906775651234,0.3333333333333333,1.0,4,1,1,0.02173751627431336,1.0
geometry_lipschitz.lipschitz_mean,6,-0.02250753129223922,0.007507083877440424,0.0690612560824002,-0.02173751627431336,-0.325906775651234,0.3333333333333333,1.0,4,1,1,0.02173751627431336,1.0
geometry_weight_norms.frobenius_norm_per_layer.slope,6,-0.02856609088655548,-0.0007427768787992006,0.06700213382501005,-0.021647098732088085,-0.42634598714664435,1.0,0.03125,4,1,1,0.021647098732088085,0.2361111111111111
interpretability_waa.layer_waa_alignments.q75,6,0.000916239068222568,0.002986438106745453,0.010581021405007168,0.021061907060058508,0.08659268639121966,0.6666666666666666,0.6875,4,1,1,0.021061907060058508,0.8333333333333334
dynamics_coe.per_sample_coe_r.q50,6,-0.017904212756283313,-0.01908029311902454,0.014434440306262165,-0.020769041894025425,-1.2403815026008207,0.8333333333333334,0.0625,4,1,1,0.020769041894025425,0.27070063694267515
interpretability_sparsity.layer_l0_rates.max,6,0.0013643642266591243,-0.0005295097827910933,0.007421174992789886,0.020468368985882012,0.18384746727906098,0.3333333333333333,0.6875,4,1,1,0.020468368985882012,0.8333333333333334
geometry_schatten.matrix_nuclear_norm_per_layer.q25,6,-0.0003436219195524654,-4.345078021285049e-05,0.0011468855584384056,-0.020170457989487203,-0.29961308434325346,0.5,0.6875,4,1,1,0.020170457989487203,0.8333333333333334
geometry_svd.participation_ratio_norm,6,-0.0006433077714781832,0.000500122782497902,0.0027313767504818145,-0.020034015350549956,-0.23552509603982819,0.3333333333333333,1.0,4,1,1,0.020034015350549956,1.0
geometry_weight_norms.frobenius_norm_per_layer.max,6,2.554939466178732,-0.10733972276960202,7.002672796843395,0.020031914619039512,0.3648520415419704,0.16666666666666666,0.4375,4,1,1,0.020031914619039512,0.6611111111111111
geometry_contextualization.per_layer.self_similarity_corrected.std,6,0.0008877321766159104,-0.0011617602976801006,0.01421316217519293,0.01974298734864201,0.06245845686368947,0.5,0.84375,4,1,1,0.01974298734864201,0.9359706362153344
interpretability_logit_lens.acc.min,6,-0.00039639318206658385,-2.829462289809996e-05,0.0009869343354441777,-0.01961227271947567,-0.40164088717025326,0.5,0.625,4,1,1,0.01961227271947567,0.8157389635316699
topology_homology.mean_persistence_h1.q75,6,-0.008976281185944865,-0.003252668678760501,0.033799640685460576,-0.019186620705387222,-0.26557327249357854,0.6666666666666666,0.4375,4,1,1,0.019186620705387222,0.6611111111111111
topology_homology.mean_persistence_h1.q50,6,-0.008976281185944865,-0.003252668678760501,0.033799640685460576,-0.019186620705387222,-0.26557327249357854,0.6666666666666666,0.4375,4,1,1,0.019186620705387222,0.6611111111111111
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.max,6,1424.972832185129,17.732712376323974,3077.986760209317,0.018638495984229477,0.46295612788413176,0.8333333333333334,0.0625,4,1,1,0.018638495984229477,0.27070063694267515
repe_task_vectors.layer_task_vector_norms.max,6,3.4377897580464682,3.151615858078003,3.3556738339740235,0.018528587032884403,1.0244707704429061,0.8333333333333334,0.09375,4,1,1,0.018528587032884403,0.3390957446808511
dynamics_coe.per_sample_coe_r.q25,6,-0.014512403020677342,-0.016205994880492125,0.013269795928839909,-0.018365739848848796,-1.0936417634831002,0.8333333333333334,0.0625,4,1,1,0.018365739848848796,0.27070063694267515
interpretability_activation_sinks.massive_activation_max_ratio,6,1424.972832185129,17.732712376323974,3077.986760209317,0.0182688924259846,0.46295612788413176,0.8333333333333334,0.0625,4,1,1,0.0182688924259846,0.27070063694267515
geometry_correlation_dimension.correlation_dimension_norm,6,-3.3623067479250005e-05,-4.7813988339300006e-05,7.922221904877808e-05,-0.018149921201642393,-0.4244146135132604,0.8333333333333334,0.3125,4,1,1,0.018149921201642393,0.6611111111111111
interpretability_attention_rank.layer_max_effective_rank.q25,6,0.5085627237955777,0.07563018798828836,5.534883246924896,0.017989085414803936,0.09188318905879866,0.5,0.6875,4,1,1,0.017989085414803936,0.8333333333333334
geometry_schatten.schatten_1_last,6,0.0004236602219571314,0.00043155849279864593,0.00021996153900490756,0.01790979680680452,1.9260650015168292,1.0,0.03125,4,1,1,0.01790979680680452,0.2361111111111111
interpretability_activation_sinks.entropy_per_layer.min,6,-0.0030862068233269194,0.004731374682833411,0.04304570734661203,-0.017798748818488086,-0.07169604156986453,0.3333333333333333,0.5625,4,1,1,0.017798748818488086,0.7470703125
interpretability_logit_lens.entropy.q25,6,0.05414679586887335,0.08124630212783801,0.20299447620262986,0.01779755454868943,0.26674024279766023,0.8333333333333334,0.4375,4,1,1,0.01779755454868943,0.6611111111111111
dynamics_coe.per_sample_mean_magnitude.slope,6,0.02804673592604383,0.009306158001224349,0.07246716355452393,0.017695694802055306,0.3870268208433687,0.6666666666666666,0.5625,4,1,1,0.017695694802055306,0.7470703125
geometry_schatten.matrix_nuclear_norm_per_layer.q50,6,-0.0002985822502523496,3.381522838030119e-05,0.0008661835738839297,-0.017512289700293074,-0.34471012756974795,0.3333333333333333,0.6875,4,1,1,0.017512289700293074,0.8333333333333334
geometry_schatten.schatten_1_per_layer.min,6,-0.0003995860878775517,0.00030465761144529875,0.003127270137979776,-0.017283488256089604,-0.12777472691747865,0.3333333333333333,0.5625,4,1,1,0.017283488256089604,0.7470703125
repe_task_vectors.layer_task_vector_norms.q75,6,-0.8421418368816372,0.063169926404953,3.9339817837437585,-0.016483205385054902,-0.21406856543199757,0.5,1.0,4,1,1,0.016483205385054902,1.0
geometry_weight_norms.frobenius_norm_per_layer.std,6,0.19804725098495649,-0.008194350746470347,0.5383121374603443,0.016364423338157068,0.3679041158523868,0.16666666666666666,0.4375,4,1,1,0.016364423338157068,0.6611111111111111
dynamics_coe.per_sample_coe_r.mean,6,-0.01300982024453703,-0.014690351469928198,0.012445671193856271,-0.01629354995376703,-1.0453289374187587,0.8333333333333334,0.09375,4,1,1,0.01629354995376703,0.3390957446808511
dynamics_coe.coe_r,6,-0.01300982024453703,-0.014690351469928198,0.012445671193856271,-0.01629354995376703,-1.0453289374187587,0.8333333333333334,0.09375,4,1,1,0.01629354995376703,0.3390957446808511
dynamics_coe.per_sample_coe_r.min,6,-0.01193920111720611,-0.015499244785973837,0.016697899202069908,-0.015920106210475272,-0.7150121684604552,0.6666666666666666,0.21875,4,1,1,0.015920106210475272,0.5765503875968992
interpretability_logit_lens.acc.slope,6,-0.0003921433650840667,-0.00027337327378014996,0.000778306837847718,-0.015780914252115245,-0.5038416033559154,0.5,0.4375,4,1,1,0.015780914252115245,0.6611111111111111
interpretability_superposition.polysemanticity_per_layer.q50,6,-0.0025750308367935757,-0.0034242543567900297,0.008058821236780127,-0.015391310492993027,-0.31952946481071465,0.6666666666666666,0.4375,4,1,1,0.015391310492993027,0.6611111111111111
geometry_weight_norms.spectral_norm_per_layer.slope,6,-0.013032661668511166,-0.00019415902047539846,0.03176945747558286,-0.015078907332446382,-0.4102261323954844,0.8333333333333334,0.3125,4,1,1,0.015078907332446382,0.6611111111111111
geometry_schatten.matrix_nuclear_norm_last,6,-0.00023715588186556716,-0.0002826438844204006,0.0006981563900105683,-0.014736467263094246,-0.3396887649513273,0.8333333333333334,0.3125,4,1,1,0.014736467263094246,0.6611111111111111
geometry_cka.std_offdiag_cka,6,-0.0011414629998298999,0.006785393092034159,0.019186865167497926,-0.014332531657689038,-0.059491896662906135,0.16666666666666666,0.4375,4,1,1,0.014332531657689038,0.6611111111111111
geometry_collapse.erank_per_layer.q25,6,-2.745332968311987,-0.6229567854538729,37.24912106789083,-0.014248888561309658,-0.07370195294832058,0.6666666666666666,0.6875,4,1,1,0.014248888561309658,0.8333333333333334
interpretability_superposition.polysemanticity_per_layer.q25,6,-0.0021017941968998663,-0.0015549798760080558,0.005042132741230286,-0.01356771929863192,-0.4168462642233069,0.6666666666666666,0.5625,4,1,1,0.01356771929863192,0.7470703125
geometry_schatten.schatten_inf_per_layer.std,6,-0.00952382552407962,-0.014575927623543289,0.07786126582023238,-0.013533323206456404,-0.1223178871259095,0.6666666666666666,0.5625,4,1,1,0.013533323206456404,0.7470703125
geometry_unembedding.unembedding_eff_rank_norm,4,-0.0016599892656869175,-0.0016243828425781537,0.0006835799021074665,-0.013377051070929756,-2.4283763471822324,1.0,0.125,3,1,0,0.013377051070929756,0.4292929292929293
dynamics_coe.per_sample_coe_r.std,6,0.0011310099183282827,0.001366220415896749,0.002365403872332873,0.013308774417805796,0.4781466419148233,0.6666666666666666,0.3125,4,1,1,0.013308774417805796,0.6611111111111111
dynamics_coe.coe_r_std,6,0.0011310099183282827,0.001366220415896749,0.002365403872332873,0.013308774417805796,0.4781466419148233,0.6666666666666666,0.3125,4,1,1,0.013308774417805796,0.6611111111111111
interpretability_head_roles.frac_duplicate_token_heads,6,0.00049603174603175,0.0,0.005088255836573849,0.01326979146241951,0.09748561431725306,0.3333333333333333,1.0,4,1,1,0.01326979146241951,1.0
interpretability_activation_sinks.massive_activation_fraction_per_layer.slope,6,-1.4134250798802435e-06,4.6630939163204475e-09,5.675817244075018e-06,-0.012862379809699846,-0.24902582643155347,0.16666666666666666,0.625,4,1,1,0.012862379809699846,0.8157389635316699
geometry_schatten.schatten_1_per_layer.mean,6,-0.0003059263067330814,0.00018680367825224878,0.0022451148026957006,-0.012656510812643218,-0.13626310172012446,0.16666666666666666,0.4375,4,1,1,0.012656510812643218,0.6611111111111111
geometry_hubness.hubness_k50_skew,6,-0.3183438758299599,-0.10995078043712425,1.5472473312490842,-0.012593892813142464,-0.20574853767752996,0.5,0.625,4,1,1,0.012593892813142464,0.8157389635316699
interpretability_superposition.polysemanticity_per_layer.mean,6,-0.0017871996812977482,-0.002058581207233817,0.0030527302368715914,-0.012201991552850787,-0.5854430436438607,0.8333333333333334,0.21875,4,1,1,0.012201991552850787,0.5765503875968992
interpretability_superposition.mean_polysemanticity_index,6,-0.0017871996812977482,-0.002058581207233817,0.0030527302368715914,-0.012201991552850787,-0.5854430436438607,0.8333333333333334,0.21875,4,1,1,0.012201991552850787,0.5765503875968992
repe_task_vectors.layer_task_vector_norms.slope,6,0.02705474715266222,0.03550042689184128,0.12922845978407335,0.011667713019824276,0.20935595145115674,0.8333333333333334,0.3125,4,1,1,0.011667713019824276,0.6611111111111111
geometry_schatten.matrix_nuclear_norm_per_layer.mean,6,-0.00019746719787703341,1.051398940040034e-05,0.0005663522228826117,-0.01156788190840361,-0.34866500015126206,0.3333333333333333,1.0,4,1,1,0.01156788190840361,1.0
repe_task_vectors.layer_task_vector_norms.q25,6,0.03265911092360815,0.020168207585811615,0.04307929731748266,0.011280912877360993,0.7581161475991454,0.6666666666666666,0.15625,4,1,1,0.011280912877360993,0.46397379912663755
dynamics_coe.per_sample_coe_r.q75,6,-0.009207272519610224,-0.017067221431288755,0.01984191323524077,-0.011278343822864027,-0.4640314878132516,0.6666666666666666,0.3125,4,1,1,0.011278343822864027,0.6611111111111111
interpretability_head_roles.mean_duplicate_token_score,6,0.000276984216929953,0.0014832610299590557,0.003683913292884434,0.01058627053388783,0.07518749625973949,0.5,0.84375,4,1,1,0.01058627053388783,0.9359706362153344
geometry_rsa.rsa_adjacent_std,6,-0.0009067666747244624,-0.003495570598518842,0.012519803646009407,-0.010583010490967588,-0.07242658913532461,0.6666666666666666,0.6875,4,1,1,0.010583010490967588,0.8333333333333334
geometry_spectral.min_alpha,6,0.007248686924867649,0.004529136180124738,0.014878140478744226,0.010561524321709813,0.48720382330194717,0.5,0.4375,4,1,1,0.010561524321709813,0.6611111111111111
geometry_schatten.matrix_nuclear_norm_per_layer.q75,6,0.0001828168751671997,0.0001483391970396493,0.000710900564913422,0.010535847464040439,0.25716237149068,0.8333333333333334,0.3125,4,1,1,0.010535847464040439,0.6611111111111111
geometry_hubness.hubness_k100_skew,6,-0.3116116645406919,-0.11059890181245535,1.2921847635337793,-0.01051271573370415,-0.2411510128694889,0.5,0.8125,4,1,1,0.01051271573370415,0.9359706362153344
interpretability_activation_sinks.massive_activation_fraction_per_layer.std,6,-2.618725792778383e-05,-4.033989335667693e-08,0.00010918376606334275,-0.0101931968406945,-0.23984571032832244,0.6666666666666666,0.4375,4,1,1,0.0101931968406945,0.6611111111111111
geometry_unembedding.embedding_alignment_std,4,0.00010142655810337509,5.1121693104450245e-05,0.00010609756516590699,0.008835993333359772,0.9559744179310077,1.0,0.125,3,1,0,0.008835993333359772,0.4292929292929293
causality_knowledge_neurons.mean_top1_share,6,-2.8825282546066702e-05,-4.10612439736501e-05,0.0002703625354841317,-0.008503988413146174,-0.10661714832067971,0.5,0.84375,4,1,1,0.008503988413146174,0.9359706362153344
geometry_lipschitz.mean_contraction_rate,6,0.008125016092019469,0.00529894035787315,0.01160700563681048,0.00840072543937128,0.7000096619451771,0.8333333333333334,0.09375,4,1,1,0.00840072543937128,0.3390957446808511
interpretability_sparsity.layer_l0_rates.q25,6,-0.001499938964843739,-0.003034275770187389,0.019319966383140298,-0.00821151407805642,-0.07763672747136201,0.8333333333333334,0.4375,4,1,1,0.00821151407805642,0.6611111111111111
geometry_schatten.schatten_4_per_layer.std,6,0.000634437882095547,-0.0018848287142348014,0.013801886195616266,0.008205177480702389,0.04596747669873239,0.3333333333333333,0.5625,4,1,1,0.008205177480702389,0.7470703125
geometry_collapse.erank_per_layer.q50,6,-1.534144573419314,-11.290878785610772,40.406407573690984,-0.007590334664452279,-0.03796785375243829,0.8333333333333334,0.4375,4,1,1,0.007590334664452279,0.6611111111111111
dynamics_coe.per_sample_coe_r.max,6,-0.006202371523719376,-0.010006895378638997,0.014915779330417041,-0.007146955486770183,-0.41582617886221834,0.6666666666666666,0.3125,4,1,1,0.007146955486770183,0.6611111111111111
geometry_spectral.avg_alpha,6,-0.0043694067477466625,-0.005100753708255912,0.03937448277970611,-0.006554868210314357,-0.11097051794160166,0.8333333333333334,0.3125,4,1,1,0.006554868210314357,0.6611111111111111
geometry_schatten.schatten_1_per_layer.max,6,0.00015508493219809917,5.17003104578001e-05,0.00025805351439335506,0.006137718531938454,0.6009797330707953,0.8333333333333334,0.0625,4,1,1,0.006137718531938454,0.27070063694267515
dynamics_coe.std_magnitude_change,6,0.7607849778597586,0.0014956108395658418,2.5641076327311776,0.005553510083559664,0.29670555484810246,0.5,1.0,4,1,1,0.005553510083559664,1.0
geometry_weight_norms.spectral_norm_per_layer.max,6,0.5416061887665408,-0.026536055973597872,1.4374518448959908,0.005453804938109141,0.3767821445216689,0.16666666666666666,0.4375,4,1,1,0.005453804938109141,0.6611111111111111
repe_task_vectors.layer_task_vector_norms.mean,6,-0.16652112793535911,0.25079184060450643,1.8984750188811352,-0.005071944029408363,-0.08771309934512501,0.16666666666666666,0.4375,4,1,1,0.005071944029408363,0.6611111111111111
interpretability_attention_entropy.avg_entropy_per_layer.mean,6,-0.002470406481907365,-0.004654205980755055,0.007741057597530216,-0.00500330588923201,-0.3191303579365625,0.6666666666666666,0.4375,4,1,1,0.00500330588923201,0.6611111111111111
repe_task_vectors.mean_vector_norm,6,-0.16652112793535911,0.25079184060450643,1.8984750188811352,-0.004977799456372903,-0.08771309934512501,0.16666666666666666,0.4375,4,1,1,0.004977799456372903,0.6611111111111111
interpretability_attention_entropy.avg_entropy_total,6,-0.002470393975575617,-0.004654288291931152,0.0077410421978625,-0.0048909522847542875,-0.31912937721199297,0.6666666666666666,0.4375,4,1,1,0.0048909522847542875,0.6611111111111111
repe_task_vectors.layer_task_vector_norms.std,6,0.21273780424920363,0.3031491454663561,1.4071829388646218,0.004749519614845185,0.1511799200897433,0.8333333333333334,0.4375,4,1,1,0.004749519614845185,0.6611111111111111
geometry_contextualization.per_layer.n_words_tracked.q50,6,0.16666666666666666,0.0,0.408248290463863,0.0042722404839532005,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.0042722404839532005,1.0
geometry_contextualization.per_layer.n_words_tracked.q75,6,0.16666666666666666,0.0,0.408248290463863,0.0042722404839532005,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.0042722404839532005,1.0
geometry_contextualization.per_layer.n_words_tracked.max,6,0.16666666666666666,0.0,0.408248290463863,0.0042722404839532005,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.0042722404839532005,1.0
geometry_contextualization.per_layer.n_words_tracked.mean,6,0.16666666666666666,0.0,0.408248290463863,0.0042722404839532005,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.0042722404839532005,1.0
geometry_contextualization.per_layer.n_words_tracked.min,6,0.16666666666666666,0.0,0.408248290463863,0.0042722404839532005,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.0042722404839532005,1.0
geometry_contextualization.per_layer.n_words_tracked.q25,6,0.16666666666666666,0.0,0.408248290463863,0.0042722404839532005,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.0042722404839532005,1.0
geometry_hubness.hubness_k10_skew,6,0.10863602579076866,-0.0017013359553459395,1.2789355444367139,0.004231264637882644,0.08494253386210765,0.3333333333333333,1.0,4,1,1,0.004231264637882644,1.0
dynamics_sharpness.top_eigenvalue_estimate,6,297.8333333333333,67.0,568.868496813338,0.004110252346915608,0.5235539232735206,0.8333333333333334,0.15625,4,1,1,0.004110252346915608,0.46397379912663755
interpretability_attention_entropy.avg_normalized_entropy_total,6,-0.0003859748895808368,-0.0005968623611358193,0.001569878387816166,-0.00374924578156208,-0.2458629232534124,0.6666666666666666,0.5625,4,1,1,0.00374924578156208,0.7470703125
geometry_unembedding.unembedding_eff_rank,4,-3.268253930069733,-3.239486619477134,1.9010459244585507,-0.0036182272482979667,-1.7191872579304392,1.0,0.125,3,1,0,0.0036182272482979667,0.4292929292929293
interpretability_waa.layer_waa_alignments.slope,6,-2.2093595167266718e-05,0.00030546100932665006,0.0017617193822732809,-0.003361947577952221,-0.012540927567452693,0.16666666666666666,0.4375,4,1,1,0.003361947577952221,0.6611111111111111
geometry_schatten.matrix_nuclear_norm_per_layer.min,6,5.411789985373342e-05,-6.22748513705992e-05,0.00045447115493395257,0.003341131731716166,0.11907884420431099,0.3333333333333333,0.6875,4,1,1,0.003341131731716166,0.8333333333333334
geometry_spectral.std_alpha,6,0.0020927808777027788,-0.0006332342889376896,0.031243645309121385,0.0032072169517640015,0.06698260900727242,0.16666666666666666,0.4375,4,1,1,0.0032072169517640015,0.6611111111111111
interpretability_sparsity.layer_l0_rates.slope,6,4.042558331678337e-05,-0.00014353170770879924,0.0005228789147379688,0.003122650152299467,0.07731347005461467,0.3333333333333333,0.6875,4,1,1,0.003122650152299467,0.8333333333333334
geometry_hsic.adjacent_hsic.slope,6,3.6627335683634115e-05,-0.00014514313694679996,0.0011983844896874696,0.002885832390070641,0.030563926685321395,0.3333333333333333,0.6875,4,1,1,0.002885832390070641,0.8333333333333334
geometry_hsic.input_to_layer_hsic.mean,6,-0.0008283560207900664,0.0015942042907174103,0.014722005984987066,-0.0028203977941515953,-0.05626651841024871,0.5,1.0,4,1,1,0.0028203977941515953,1.0
dynamics_coe.coe_c_std,6,0.00021437019114735044,0.00016333596354075003,0.001908838321446367,0.002744983658994248,0.11230400644142434,0.8333333333333334,0.4375,4,1,1,0.002744983658994248,0.6611111111111111
dynamics_coe.per_sample_coe_c.std,6,0.00021437019114735044,0.00016333596354075003,0.001908838321446367,0.002744983658994248,0.11230400644142434,0.8333333333333334,0.4375,4,1,1,0.002744983658994248,0.6611111111111111
geometry_schatten.schatten_2_per_layer.q25,6,-0.00014559324726221937,-7.153595643627497e-08,0.00035625544733010545,-0.002272767285879093,-0.4086765503611037,0.6666666666666666,0.4375,4,1,1,0.002272767285879093,0.6611111111111111
geometry_schatten.schatten_2_per_layer.q50,6,-0.00014558975397310306,-9.707002959769007e-08,0.00035626898773666673,-0.002272714637352461,-0.40865121294451406,0.6666666666666666,0.15625,4,1,1,0.002272714637352461,0.46397379912663755
